,overall,reviewTime,reviewText
451370,1.0,2018,"Great softwar, I use it every day for my writing. Highly recommended"
451394,1.0,2018,"Don't believe the other review at all.  One star is criminal to give Drawplus. You can make anything from cartoons to hyper-realistic artwork with this program.  I have over 25k hours in Drawplus software, it's amazing and can do anything you want. I have over 250 pieces of very nice art created with it.  Always discovering new ways to create images using mouse and keyboard.  I have a tablet but don't really use it because the mouse is just fine for me.  There is no subscription fee, it's dirt cheap, and very powerful."
451396,1.0,2018,Love this program & the ease of using it with other serif programs.
451397,1.0,2018,Easy to work with and lots of options. Tutorials are good and if you have not used a drawing program before they are an  excellent way to get started. All drawing programs have a learning curve but this one is gentle.
451416,1.0,2018,epic-so worth it
451417,1.0,2018,"This DVD is really expensive but it was conceived, produced, and created at a very high level.  They describe everything they do from camera, to lighting to location and support team.  They even discuss editing post production."
451428,1.0,2018,Works perfectly as advertised.
451429,1.0,2018,So far I have no problems with it and the download went soothly on my windows 8 laptop and it has all the stuff I need for my college class.
451439,1.0,2018,Good
451446,-1.0,2018,couldn't use it my anti-virus said full of malware..
451447,-1.0,2018,I can't even install.
451467,-1.0,2018,"*Bought from their website*

Stay faaaaar away from this junk. I bought this to record content for my YouTube channel, having decided to do PC content as well, and got this, plus the editing software, for $60 from their website.

I give this a 2 for one reason, webcams do not work. I have a C920 Logitech webcam that works with OBS just fine (another FREE recorder), but with Movavi, it often lags or the video will freeze altogether, and takes 5 minutes or so of recording to unfreeze.

On top of this, I've emailed customer support at least 4 times over 2 months and NEVER get a reply, just automated garbage suggesting I check their ""knowledge"" base (I did, and it doesn't help).

Stay away. They have an F if you look them up on the BBB. A red flag if I ever saw one."
451470,0.0,2018,"UPDATE: [see first part below] I have now registered after floundering around trying to enter the key received after purchasing at amazon several times and being told it was invalid. I finally found a place where it told me to start the program, use Tools/<something like> registration information to enter an 'amazon' key. When I did that and then checked my key within the program, it had been reassigned a new value so I THINK I'm ok now. IMHO the vendor needs to re-do the key entry parts of the program and website.

The program may be wonderful but with this flawed key entry, I'm giving it 3 stars. More later if it seems better or worse.

[Initial review} I've tried several times without success to get the software to recognize my purchase key. I sent an email for help which has not been answered after 2 days. Entry of barcode numbers seems to work fine. I'll update this if we get the registration fixed."
451471,1.0,2018,Great Product!!!
451483,1.0,2018,Was good just needed somthing different.
451484,-1.0,2018,"As others have indicated - THIS IS A VIRUS!!! Amazon, why are you allowing this???"
451485,1.0,2018,"great program to do some things, text on image not included but otherwise nifty"
451487,-1.0,2018,would not download for me!
451488,1.0,2018,I loved them.
451491,-1.0,2018,This is most hopless program I am so happy i remove this program from my computer
451492,1.0,2018,This is Great! I LOVE IT!!
451502,-1.0,2018,not described well
451505,-1.0,2018,"This is the worst software.  I am a technology trainer and was shocked at the issues this software has.  I did massive research to try and find out why it kept locking up on me.  The only information I could find was incredibly technical and required code changes that no average user would have the first clue how to navigate.  If you want a fantastic solid product, buy ProShow Gold.  Absolutely fantastic.  There is a built-in Wizard to help those who don't want to learn all the technical stuff."
451513,-1.0,2018,"CYBER - RIP - OFF !!!!!

This was not a stand-alone typing program. The CD ordered had one online link to gain access to the typing activities which didn't work on my MAC laptop with a current OS and there was no valid customer service contact information. Online website indicated "" Typing Tournament"" is involved in internet training of young children primarily in Australia."
451523,-1.0,2018,You can find the same thing free online.  I should have read the reviews before buying.
451564,-1.0,2018,"I purchased the interiors version of this software because I'm working on remodeling individual rooms within my home.  However the software is still designed to build a house from scratch and if you want to do just a room your only option is to choose template, delete everything in it (which is not as easy as it sounds), resize the room and then try to get it to do what you want.  I would not recommend this product to anyone only wanting to work on a single room."
451583,-1.0,2018,it would seem they took my money with out providing any content to the download
451606,1.0,2018,my wife loved this book and why not the price was free
451624,1.0,2018,"Just what i needed for my older machine!. The drivers installed without a hitch or glitch,,great time saving product!."
451629,1.0,2018,Awesome all storing site and passwords
451630,1.0,2018,love it works great
451632,0.0,2018,Easy to use
451633,-1.0,2018,I ordered this for my Kindle Fire. It doesn't work with the Silk operating system.
451634,-1.0,2018,did no use
451635,0.0,2018,Nice with passwords but have a bit of trouble filling in forms.
451636,-1.0,2018,"This App will not install on Fire HD 10.  Am not happy about this.  I looked to make sure this app was available in the app store before I ordered the Fire tablet.  will most likely be returning the tablet.  Get it together Amazon.  I use last pass app on my phone, PC, work laptop and all my browsers.  LastPass is awesome.  Not having it supported any longer for the Fire HD 10, not so awesome."
451641,-1.0,2018,"Whatever happened to AEDs becoming affordable,  I recall ZOLL people saying years ago that the would be $500 or less so that everyone could have one at home."
451662,1.0,2018,"Once you figured out how to access the library of puzzle books and use them, I found it quite useful because that is what I wanted it to do, provide me with lots of tactical puzzles to solve.  For $5, I did not expect to get a full-fledged grandmaster chess engine to play games of chess against. It is well worth the money if you want a vast library of tactical puzzles to solve."
451663,1.0,2018,Nice little program. At least it has a lot of games on it.
451664,1.0,2018,Works exactly how I wanted.  Thanks.....
451672,1.0,2018,"I need to chart out my music for an adult rock music program.  I like the ease and that it was reasonably price.  It occasionally glitches and doesn't have enough symbols, but I can write them in after printing.  Overall, I'm very pleased."
451682,-1.0,2018,"Could never use the app. It would take a bit to load and seemed fine but the first thing I clicked,  it would freeze and become unresponsive."
451683,-1.0,2018,Very hard to use
451692,1.0,2018,"I wanted an Adobe photo editing application that does not require any maintenance cost. This was it. I already have Adobe Photoshop Elements. Ideally, I would like to have Adobe Photoshop CS6, but am unable to buy...

Adobe photoshop Lightroom 6 meets my current requirements."
451693,1.0,2018,Prompt delivery. Packaged well. Product was as described. Disks loades flawlessly.
451694,0.0,2018,No idea how to use
451695,-1.0,2018,"I had to spend 4 hours looking up and trying multiple downloads, instructions, etc etc.  Apple doesn't support this product anymore, They DO have updated installs, but they don't work.  I had to find an obscure board posting about having to go into C/program files X86/adobe and change OODB file to OODB.old.  you also need to run the install with administrator rights."
451697,1.0,2018,Love it. Easy to use.
451698,-1.0,2018,"It took me longer to get my activation code, than it took Amazon to mail me this product. Wont buy another Adobe product again!"
451699,1.0,2018,so far I love it
451700,0.0,2018,"Doesnt come with a code to just download. If your laptop is like mine and doesnt have a CD spot then you might want to just go directly to adobe and buy it. Same price, less of a hassle trying to figure out how to get it on your laptop"
451701,-1.0,2018,"After loading the program it would crash on launch. I deleted the software and reloaded several times, still it would not work and am sending it back. I am not a professional. cannot afford subscription costs, and do not appreciate not having any other options. Very disappointed as I love Lightroom."
451702,1.0,2018,Updated from the 2004 year of the same software
451715,1.0,2018,"I've used the Toast software forever (I've had 10 and 8 and 6 and who knows what other digit)  and never had any problems burning DVDs or CDs.  Now that I gotta burn blurays, the Toast 12 Pro is excellent for that.  I have a 2015 Macbook Pro with osx 10.10 and it's been such a painless and smooth way to burn the discs.  I know nowadays people have been streaming online and burning anything on a disc is OBSOLETE, but in my line of work, making videos for clients, people still want their circular fix.  Esp. blurays since many of the lowend and cheapo film fests use those to view in a theater.  Yes, BLURAYS look great in a movie theater!  So as the last of the dinosaurs that imprint those round things, TOAST is not toast yet, but the BEST."
451724,-1.0,2018,Not compatible with MAC but that is not in the product info on Amazon !
451725,1.0,2018,I use this program every day works for a well :-)
451726,-1.0,2018,"I just bought it 5 days ago. i am trying to get a refund. it may work for some but not for me.  it is (a) too invasive; (b) doesn't decipher odd words like uhh at all (even when i used the 'add to vocabulary' module. I am doing transcriptions. so i use headphones listen to the interview repeat  verbally and then keep going.  I have gone through the accuracy things and it doesn't help-- things regress and get better and cycle. sometimes words will launch programs undo things etc.  My transcriptions are not close to 90% accurate.the words "" to two and too"" are impossible. NDS seems to have a monopoly. i tried the on line google and chrome and they worked worse. i think if you are dictating simple stuff it is likely to work. if you train it or buy the more expensive version you may not have all  the problems i did. but essentially i ended up using a foot pedal and it worked much better than this."
451727,1.0,2018,Great
451728,-1.0,2018,Can't even run
451729,-1.0,2018,I had previously bought this item to install on my PCS as well as my children's. The program worked flawlessly. I repurchased this item for my sister and her family to use but unfortunately the product key listed on the package was not valid. It would always say maximum number of installs reached even though it was brand new. I purchased a replacement disc for them through eBay as a result.
451730,1.0,2018,Maybe the best software I have ever bought. I would and have recommended it to everyone. The only disappointment is I still have to get my own beer and doesn't have great legs.
451731,1.0,2018,very good and easy to use.
451732,1.0,2018,"I bought this as it was cheaper than the professional version, however, it did not work very well for programs I use for work such as Outlook and Firefox. It had a hard time recognizing how I speak as well as words and phrases that are common in my field. If you want basic then this product is good. However if you need more I would recommend upgrading to the professional version."
451738,1.0,2018,Works ok. Have to key code
451739,-1.0,2018,The stick did not work. Tried for over a week. Customer service is useless.
451742,1.0,2018,Do yourself a favor & make copies.
451743,1.0,2018,I haven't been able to use it. Although the instructions that came with it seems to be a lot to do on your own. But the they do offer a phone number to call if you need assistance. Once I use it Ill update my review but as of right now its a 5 star due to the detailed instructions the package to keep the usb in is ideal and shipping was prompt.
451744,1.0,2018,"I was able to bring back my Windows 7 home premium, recommended to everybody. Love it"
451745,1.0,2018,I installed a new hard drive and needed to reinstall Windows 7. The USB worked and the instructions were very precise and easy to follow.
451748,-1.0,2018,You get what you paid for.
451796,-1.0,2018,"I would not recommend this purchase. I am unable to use this version of the software with my Sony camera, it will not read .ARW file types. I guess Adobe it no longer supporting the program so I'm out the $150. I hope the same doesn't happen to you."
451797,1.0,2018,Last version of Lightroom you can still get without requiring a subscription.
451798,1.0,2018,Use it on my phone more than anything but it's great to have. Saves a lot of pictures that don't come out right on your phone.
451799,1.0,2018,Easy to use and organize library with.
451801,1.0,2018,"I bought before it became a monthly pay. It has taken me several months to learn how to use the product. It is great to use the data base to locate old pictures. I have about 4500 pictures and adding the keywords has been made it possible to find long forgotten pictures.

The ability to crop and improve old pictures is very valuable. Some old slide are changing their color balance. I have been able to improve most picture/slides but not all. This is another tool that requires time to learn to use.

While I like the results after many months of learning, I wish there was a better way to learn how to use this program. I use You Tube most of the time. Adobe has good info on some topics but not all."
451802,-1.0,2018,"This software is slow to the point of being unusable for large libraries. The facial recognition will cause continuous ""not responding"" errors, and they did not make a work around for this. I was on chat for 2 hrs with a representative controlling my computer trying to find some way to get this dinosaur to work. If only they allowed me to stop the software working in the background as I tell it manually who each face is, and then start it up again, it would work, but the software will not stop running and causing errors, even when paused. If you have a small library of images, this is the software for you (but, of course, you won't need something like this), but if you have a large library, this will be torture. I was suckered into trusting Adobe, don't make the same mistake."
451803,1.0,2018,This is a second copy for another work PC.  Glad that Adobe still allows this application to be client side versus subscription.
451806,-1.0,2018,Could not download
451810,1.0,2018,"it is easy to use, I love it."
451813,1.0,2018,"I am rating the Debut Video Capture Software for Mac, which I had purchased directly from the company. I never did locate it on Amazon even though I was searching for a package to support multiple USB-based microscopes that I did purchase on Amazon.  I am not now nor have I ever been compensated for a review, and I do not blindly rate an item either a 5 or a 1 with no ratings in between.

NCH would really like you to buy more of their software products, and they offer discounts if you add them now, or buy them within a certain period of time, like four hours. I am very wary of those offers since a good deal is hard to determine under the duress of a deadline.  So, I've only purchased this package so far.

What I have tried so far I like more than any of the dozen or so packages I have assessed.  My use case is support for multiple USB microscopes, such as the Pluggable 2MP and the Koolertron 5MP microscopes. This is a good test case because one identifies itself as a USB microscope and the later identifies itself as a Digital microscope.  Each product comes with included minimalist software to get you started, but I didn't want to use a different package for each scope, and the Koolertron software would not work with my other 'scopes. Be aware the software provided with each of these scopes is generally available on the Internet without charge, but they are sometimes coded to only work with the specific name given to the device (USB versus Digital).

First, I was impressed that the Free (Trial?) Version of Debut identified both of my USB-based microscopes immediately.  Where the Pluggable-provided Digital Viewer for Mac would not increase my snapshot resolution above 640x480, the Debut software was taking pictures immediately at 1600x1200 without changing any settings. It was the same with the Koolertron camera, identifying and using the highest resolution of the 5MP camera by default.

Second, the software is very stable.  I've seen other reviews for Digital Viewer and MicrControl Plus that suggest people are having stability problems on the Mac (I do not see that issue with those products) and Debut seems to work quite nicely and without any odd delays.

Third, I use this mostly to snapshots of microscope renderings and it's nice to have both single-shot and time-lapse readily available. As with many packages like this (even the free ones), it included features like on-screen titles and timestamps and the usual sets of image adjustments.

One concern is the software identifies my 2MP as 30fps at its highest resolution, so I need to test to see if it scales that back to the correct 7fps the camera supports.  I am also posting a Mac review under a Windows software package. That is because the link in the NCH Debut software brought me to this page, so perhaps that's why I never found the Mac version on Amazon - it might not be here."
451815,1.0,2018,"This video capturing program is very useful and well priced. I have found it to be great at creating tutorials, or capturing friends on local news station broadcasts where I can not download the vid it self."
451816,1.0,2018,"I really love this software. Great to record high quality videos (screen or cam), capture snap-shot and also, it's easy to use."
451823,1.0,2018,This Document Converter Software works great for me. It does everything I want to do.
451824,1.0,2018,"It is so nice to not worry about being able to convert PDF files.  So easy, so convenient.  Great product."
451832,-1.0,2018,"When it works, it's great.  When it won't it's a nightmare.  No viable technical support, unless you want to write and email and wait for days for help.  Purchase Express Scribe Pro and the software launches, minimizes itself and you can't open the minimized window.  Uninstalled, reinstalled.  If you can use something else, do so.  I am a court reporter and a paralegal.  Wasted countless hours trying to get this software to play DS2 files, locks up, freezes.  Sorry I recommended this product to the lawyers I work for.  I see a lot of posts when I do a google search of others who experience the same issues and I never, ever, see any solutions.  See attached photo.  You can see I purchased the licensed software.  This is the window that loads onto the task bar, can't maximize it.  Did a system restore and it fixed the problem for a day, went right back to minimizing the window and non functioning.  Time is money.  This software has drained my resources!"
451833,1.0,2018,"As a Transcriptionist, I have used Express Scribe for years and it is awesome. The company is very responsive and helpful when needed and the software runs great and does everything I have needed to propel by business beyond six figures."
451834,1.0,2018,I love Express Scribe because it's very easy to use.
451835,1.0,2018,"I am very happy with this.  Easy to pair with the foot pedal I bought. Took a bit to learn, but as a court reporter, I was so happy with it that I bought it for my scopist."
451836,1.0,2018,This a great software and so easy to use. I used the set up wizard for adding the foot pedal and it worked immediately. No problem. I've had many problems with foot pedals in the past. The best purchase I ever made. I use it for work.
451842,1.0,2018,Easy to use and does a great job !!!!
451845,-1.0,2018,"This software is worthless, if I had to rate it would not even earn one star. I loaded it and would not do anything unless I purchased other software."
451846,-1.0,2018,"If you need your CDDB lookups in Chinese or some bogus database, then this software is for you.
If you need accuracy for current US released CD's, walk away from this software, b/c it is non-returnable from Amazon.
I should have stayed with tried and true Nero Essentials.
I would recommend Amazon revise their policy to at allow an arbitration option so user's are not locked out with crummy software and no option for a refund if said software does simply not work.
I write code for a major software developer in the US and this software is likely open-sourced and modified, and they just need to disclose up front of the no refund policy. I'm more than peeved, and did not use profanity. I will after pressing the submit button."
451847,1.0,2018,Excellent!!!!  fast and accurate.
451848,1.0,2018,"Program works as promised - have used for the past 5 years, no problems."
451849,1.0,2018,CDs are rapidly becoming a thing of the past. My new Kia Soul doesn't even have a CD drive. It has a USB port. So I need someway to copy all my CDs onto a USB flash drive. I purchased this software (direct from the vendor's webpage). It was easy to install and easy to use. Love it!
451850,-1.0,2018,Does not work on my computer for whatever reason. My cat is better ideas on making it work that tech support.
451855,1.0,2018,Fast and easy to use
451862,1.0,2018,As a first time user I created a DVD video from a 3.5 gb  mpg file without difficulty which I could not do with some other similar programs.
451863,1.0,2018,very easy to use. Installed with no problems.  Made a good mp3 disk that works in car. I like the program
451864,1.0,2018,"Fast and simple to download and install.  Easy to find the functions I needed.  I used it to burn video files on a DVD.  Showed memory available on the DVD and the amount the files would consume.  It took me a couple of tries to get the sizing correct, so it didn't crop off the edges."
451872,-1.0,2018,Description misleading.  Authentication procedure ridiculous.
451875,-1.0,2018,Norton rejected and stopped me from using as it was recognized as unsafe
451878,1.0,2018,"I've done about 100 VHS tapes now and have found it to be a breeze to use. Then only thing that I think is missing is a way to send a notification to my phone when the video is done. I usually use the option that stops recording after no sound or video for X seconds because I didn't know how much was on each tape so I'd end up constantly checking on my computer while the tape ran waiting for it to end so I could swap a new one in.

If you're looking to digitize a bunch of home videos this software made it a breeze. Hardest part was sourcing the VHS player!"
451880,-1.0,2018,"I was not able to undelete files on my SD card, and that was the reason I purchased this product.  Orion needs to make this limitation clear in their product description.  I wish I could return it, but it's downloaded  software, so I blew my $20."
451884,1.0,2018,"Ease of use, so it is very fast."
451892,1.0,2018,"I have been using SoundTap Streaming Audio Recorder for several years. I love it. I use Windows 7 Ultimate, and SoundTap was easy to install, has never crashed, and works every time I need to record audio streaming on my computer. I've also found it easy to save my recordings to My Music to listen to again."
451893,1.0,2018,"I have been a SoundTap user for more than 7 years; I recently upgraded to the latest available version. It is simple software (for someone simple, like me!) I do a weekly podcast for which I need to record multiple lines (sometimes via Skype, sometimes via Google Hangouts) -- Soundtap always performs for me! I then use another NCH product, WavePad sound editor to mix my show. Again -- clean, simple, works great for someone like myself who doesn't need tons of bells and whistles, and who just wants my stuff to sound better -- and a touch more professional."
451894,-1.0,2018,"This does not work! When recording streaming audio, it ""skips"", thus playback is not smooth

Looking for a complete refund from Amazon"
451895,-1.0,2018,This is excellent software BUT it does not work with Windows 10 or Dell...I am looking for an alternative.
451896,1.0,2018,Very professionally constructed software.  Straightforward and user friendly.  Some of the fonts could be larger.
451897,1.0,2018,"The best, incredible, I love it"
451898,1.0,2018,This is the second one I have bought and I would recommend this to anybody that wants to save stuff. Good company to deal with as I have several of their products and they all work as stated and are easy to install and operate
451899,1.0,2018,It records beautifully. I record radio talk shows for my wife and we are both very happy with SoundTap and we highly recommend it.
451902,1.0,2018,"Great for batch conversions, fast and simple, and no unnecessary menu navigation."
451904,1.0,2018,KOOL folks
451905,-1.0,2018,This product comes with restrictions that are not revealed until you make the purchase. I made this purchase because I wanted to upload my digital camera pictures to my laptop for viewing purposes. Complete failure. Complete disappointment. Complete waste of money.
451912,1.0,2018,APPLICATIONS FROM NCH SOFTWARE AS EASY TO IMPLENTATIONALLY CONSIDERED AS IN AS WITH AS ALSO WITH AS UNTO AS RE-CONSIDERED AMAZINGLY SIMPLE TO INCORPORATE YOUR IDEAS FOR IF PROFESSIONALLY CPA Or OTHERWISE DEVELOPING A NICE BUSINESS LOGO WITH PREVIOUS HARD WORK WITH THE PRODUCTION OF A RELATIVELY USABLE LOGO YET WITH BUYING THE SUITE OF INTER-WORKABLE SOFTWARE EDITING APPLICATIONS ONE INDIVIDUAL CAN QUITE PROFESSIONALLY DEVELOP A SUPERIOR BUSINESS LOG WITH MORE COMMANDS AT ONE'S DISPOSAL WITH THE ADDED BENEFIT USAGE USEABLE USABLITLY USE OF THE SAVE AS FUNCTION TO SAVETHE IMPROVED SUPERIOR BUSINESS LOGO WITH EITHER ANOTHER BUSINESS LOGO COMPUTER FILE GRAPHIC IMAGE Or PROJECT FILE NAME FOR LATER FURTHER MORE ONGOING PROFESSIONAL DEVELOPMENT!
451913,1.0,2018,"Really nice product.  I don't fully understand all of the ins and outs of this product, but, so far, I have been able to use it for the things I have tried. I used Easy Share for a long time til that company went out of business and that product was no longer supported.  Easy Share was very easy. This product seems to be easier to deal with than many others that I have tried, although I am so not real computer literate and I don't fully understand all the functions and items in this program. I guess I will learn as I go. I'm still looking for tutorials for all of the functions, but it has done what I need it to do to this point. So if your not real literate in this stuff, try this one. It's working for me so far."
451914,-1.0,2018,Don't waste your money. Doesn't have the easy to use features like I am used to with Photoshop. I wish I could return it.
451915,1.0,2018,"I stumbled across this after looking for the old windows photo editor and having issues downloading it because of a little bit older version of windows (pro 7)...This was SO EASY!!!  It only took about 5 minutes, was a breeze to get through the prompts and once I opened it from my desktop I realized it comes with so many more features than the old windows editor program anyways!!  I am so glad I found this!  Highly recommend :)"
451916,1.0,2018,Excellent software and pretty use to use.
451917,1.0,2018,"Light, fast, easy to use without having to read any guide and relatively efficient. Really worth the price"
451918,1.0,2018,This was not expensive and has so many options to choose from. I've been able to edit old scanned pictures as well. I recommend it.
451922,1.0,2018,"It is distinctly faster that Wondershare which started to make errors in loading and converting my files from M2T to Mp4
and became progressively less reliable as I progressed. Prism is better than the earlier NCH software that I tried which only converted the audio. It seems the best bet so far."
451924,1.0,2018,"Quick download, quick install, quick format conversion!"
451925,1.0,2018,"i have been using it or at least 15 year, it's great but the keep on trying to get paid , i have bought it in the past but they always got much better, and they always ask will you pay more, like faraway buzzing of biters at tropic siesta"
451927,1.0,2018,"Like all NCH programs Prism Video Converter is intuitive, easy to use and above all, does what it says it will do. My only problem was figuring out how to register it. That was solved when I went back and finished reading the email that contained the registration code."
451934,-1.0,2018,not as great as they made it sound
451935,1.0,2018,I like this software. Takes some work to get everything working but I figured it out.
451956,1.0,2018,Excellent app
451957,-1.0,2018,"I don't really need it, can I cancel it? It's bothering me because I feel it's a waste of my time and space. Thanks for asking Ilene"
451958,-1.0,2018,Trial isn't long enough to really to find out much about it.
451959,1.0,2018,"Helps to rid garage-band withdrawal-enjoy the metronome tool etc.,!"
451971,0.0,2018,Needs to be improved. Behind in the voice recognition race. Several apps have leap frogged it.
451978,-1.0,2018,"This product was sold through an outlet called Exam dots. it would not work, although basic computer skills, were advertised.
It was returned to Amazon, there was no refund.
Other customers beware of this tempting product, it is not quite what it says on the package"
451979,-1.0,2018,My son says this is only a 30 day subscription???
451988,-1.0,2018,"When I logged into internet explorer to read my mail a message popped up that read, Internet explorer has stopped working. When I uninstalled Adguard, Internet explorer opened and I was able to read my mail. I would like to get a refund on my purchase."
451989,1.0,2018,Couldn't surf the net without it.
451999,-1.0,2018,Bought this for my husband and it has been nothing but junk.  1)  Had nothing but trouble trying to install it and Image Line is no help at all.  2) plug ins act as samples not the bought version.  3) Can be working on a project and it will dump everything you were working on.
452000,-1.0,2018,"I don't like this product .
Im not happy with and i have to get the cd out"
452002,1.0,2018,"You love music an, want to advance you're skills go for it. Dont hesitate to go for you're own expectations you set for yourself. I bought this to calm my nerves an make my own music for meditation purposes. Now thinking of going on media. Money is to be made with this product. I did think it came with alot more but once you buy FL Studio youll be glad you did comes with hidden perks all over. Dope set up. Good easy layout sounds are scrambled in packs. So was difficult to find what im looking for. You like music want to put ur soul into something as beauontic as music an know how to use studio product go for it. But if you don't have prior experience with working in the studio go for garage band or something for the mean time tell you want to upgrade an keep upgrading. Hints on a perk."
452003,1.0,2018,Good.
452004,-1.0,2018,the product ticket didn't work just go to fl to order this online don't even bother getting this its unessicary
452006,1.0,2018,love it
452007,-1.0,2018,Its complicated and fustrating.
452008,1.0,2018,Est sper
452009,1.0,2018,The best DAW
452010,1.0,2018,I enjoy the software.
452011,1.0,2018,"Grandson loves it, great tool for him."
452012,1.0,2018,simple to figure out with a fair array of sounds
452018,1.0,2018,Purchased this for one of my employees. They seem to understand QB a lot better now.
452019,-1.0,2018,won't download
452065,1.0,2018,"I am completely satisfied with Express Burn Disc Burning Software. I had been trying to burn a music CD from MP3 files that would play on a portable CD player. I could copy files to the CD but it would not play on some CD players. I downloaded Express Burn Disc Burning Software and I was able to burn a CD that will play on a portable CD player and an car CD player. I had to experiment a little with to get the correct format, I ended up using the Audio CD format that worked fine. Others experiences may be different but for my use, it's perfect!"
452066,-1.0,2018,"Sucks!!!!! Period of no customer support!!!! Waist of money and time """
452075,1.0,2018,Best transcription software on the market and affordably priced. Get the best foot pedal and headset you can buy and have fun transcribing your files!
452076,1.0,2018,"This transcription software is great. I use an Infinity foot pedal with it, and it really speeds up my transcription. I also like the Prism video converter that is an add-on download (it was free) that converts video files so you can utilize ExpressScribe with a video playing in the same window."
452077,1.0,2018,"This is hands down the best transcription software there is.  I've used it for years, and I would not change to any other program.  I've had to use some specialty court programs for s a few things, and it's always a relief to get back to this one.  The enhancement possibilities make doing difficult audios much easier."
452087,1.0,2018,"I just needed to convert an svg file to an xcf file, and it worked very well.  I admittedly don't have any more experience with this software than that, but based on what I have already done with this software, I would recommend it."
452088,1.0,2018,"I have used NCH's Switch Sound Converter for years<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Switch-Free-Audio-File-Converter-Converts-MP3-WAV-WMA-AIFF-DSS-FLAC-and-Many-More-Formats-Download/dp/B06XPSLTLY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Switch Free Audio File Converter - Converts MP3, WAV, WMA, AIFF, DSS, FLAC and Many More Formats [Download</a>]. Although I use the other utilities (like Pilillion) less frequently, the ability to download these utilities on-demand has become a vital part of my workflow. Pixillion is no exception. Well designed, stable and familiar in the suite of NCH's product line. Highly recommended."
452089,1.0,2018,For my needs this software was PERFECT and easy to understand and use.
452095,1.0,2018,"This is such a novice, user friendly photo editor- perfect for a non-photographer like me. Highly recommend."
452117,-1.0,2018,"I don't normally write reviews.  This software crashed my computer so I can't really rate it, nothing I've ran on it has ever had so drastic an effect while it was installed and certainly not something that was meant only to handle music."
452144,-1.0,2018,"This item is either a Chinese version, or a counterfeit.  Except for the front cover, the text on the box is in Chinese.  I didn't attempt to install this on my computer... I didn't even open it.  I have submitted a request for a refund."
452161,-1.0,2018,"Way too many pop ups telling the owner to upgrade. Worse yet, it tends to take over computer operation while it prepares those upgrade pop ups, freezing everything without your knowing why until that pop up  shows up."
452162,-1.0,2018,i don't like it
452163,1.0,2018,great thank u
452182,-1.0,2018,"It would not work past the free month
I tried to call corel, and emailed their tech support but they did not help or respond"
452188,1.0,2018,Looking back at previous jobs this program would have helped a ton. No more guessing on how many sheets of plywood or lumber to buy and multiple trips to the store. GREAT GREAT customer support. When it comes to tools I want blink twice. But a software I didn't view as a tool and battled about the decision. After using the free trial I purchased the pro version and I haven't looked back. It has been a great investment.
452192,-1.0,2018,Do not buy this.
452193,-1.0,2018,"The program was so-so, but not the reason for the low rating. Hands down, the worst licensing system I have ever dealt with. After needing to reinstall the program after a hard drive crash, it would not let me because it was already licensed. After taking a week to respond, SummitSoft offered no help. Save your money and do not buy any products from this company, as you will regret it if you....the horrors.....need to reinstall."
452202,-1.0,2018,no instructions - on line manual ????
452203,-1.0,2018,Did not download correctly. Terrible customer service.
452204,1.0,2018,"The preview and online fonts are a bit skewed, but the print results is very nice. Well worth it."
452205,-1.0,2018,I can't figure how to  use it.
452210,1.0,2018,Noticed a big difference right away and only did the basic clean as suggested. The price seems worth it considering I was thinking I would have to replace my Mac.
452211,-1.0,2018,This software is a total mystery. Does not update ever and does not acknowledge registration after reinstallation on new Mac. Not sure what to think of it but I would not recommend spending your hard earned cash on it without a significant amount of independent research and some direct recommendations from users who have had more positive experiences.
452231,-1.0,2018,Never Worked once
452232,1.0,2018,So many wonderful fonts.
452233,1.0,2018,Great font software!
452234,-1.0,2018,did not open on Mac
452242,-1.0,2018,Didnt work
452243,1.0,2018,"I have been looking for a typing program for my child, who is in second grade.  We tried some of the free programs online, but they were simplistic, boring and came with a lot of ads.  A friend recommended Mickey's Typing Adventure, and I looked it up.  The program is awesome, it's perfect for young children, using all the Disney characters to entertain them along the way.  It's an adventure, and the characters even talk to the kids, which further engages them.  There are many places to go, things to do, games, etc.  The core of the program is the typing training, with practices and tests along the way.  You can monitor your child's progress as well, with numerous reports that show their strengths and weaknesses.  The online version allows you to log in from anywhere, PC or Mac.  I highly recommend this for any child aged 5-8."
452265,1.0,2018,The lessons are well organized and it is easy to use.  You also get the written language and cultural information.  I am almost done with my first lesson and can properly greet someone now.
452266,1.0,2018,"I  took the free course in Rocket Russian and I must say that taking just the free lessons I have learned how to say some important Russian phrases and I am able to speak those phrases just like a native speaker. Just a few days ago I didn't know even the first word in Russian. However just after a few lessons I can say several words.  Rocket Russian has some great tutors that break each word down so that when you speak you can speak as if you have been speaking the language all of your life. I have noticed that the way they break down each word they are also training your ear to not just be able to speak the language but also hear what is being said. I purchased  the Rocket Russian course and I have been using it every day for at least an hour per day. My vocabulary and knowledge are expanding quite a bit, I have discovered that after just a couple of weeks I am able to spell many of the words I hear and with what I have learned I am beginning to be able to put together my own sentences. This software like any software has it's good qualities and not so good qualities but overall Rocket Russian is a great language course to own. I am very pleased with the education that I am gaining from using this software. It was definately money well spent."
452267,-1.0,2018,"After loading the cd that was included, the audio is so low as to be inaudible.  Yes I did set my sound settings on high.  Hard to learn a language when the you can't hear the provided cd."
